Tweet;Etiket
telefonumu titreşime almıştım mertcanın bildirimlerinden sonra daha da almam korktum amk;korku
Bu gece herkes borunun içinden geçen tesisatçı görücek rüyasında kabus gibi;korku
Bu hafta kabus gibi bir hafta. Bütün branşlarda yenilmişiz ;korku
Kadın basketbol takımımız da yenildi kabus gibi bir haftasonu daha..;korku
Korkutucu bir hava var;korku
Tepki geldi biraz gelmemesi korkutucu olabilirdi ..sertleşmesi farklılaştırır yönü;korku
Elektrik gidince İdil sokağı. Böyle bir karanlıkta okula gitmek korkutucu oldu. ;korku
bazen hayat yalnız kalmamak için verdiğimiz mücadeleden ibaret diye düşünüyorum, çok korkutucu;korku
Yarın hayatımın en korkutucu sınavına hiç çalışmamış olarak girmenin haklı gururunu yaşıyorum... Totem yaptım... ;korku
Durduk yere endişelendim şu an.;korku
Elektrikli battaniye mi?? Uçurumdan ip üstünde geçmek daha az korkutucu;korku
Hissiz kalmak yalnız kalmaktan daha korkutucu.;korku
Herşey yolunda. Ve bu çok korkutucu.;korku
Çok huzurluyum ama içinde bulunduğum huzur çok korkutucu.;korku
Eğer yanıtlarım seni korkutuyorsa, korkutucu sorular sormaktan vazgeçmelisin.;korku
çok korkutucu birşey izledim uykum var ama uyuyamıyorum;korku
daha fazla büyümek istemiyorum çok korkutucu;korku
İçinizde öldürdüğünüz kişiyi karşınızda görmek çok korkutucu değil mi?;korku
Zaman geçtikçe, beni tanıyan insan sayısının azlığına daha çok şahit oluyorum. Tanıdıklarını sandıklarımın da azalması endişe verici..;korku
Efes'in 16 basketin ancak altısını asist üzerinden bulabilmesi biraz endişe verici. Guardlar toplam 1 asist.;korku
Nankörlük seviyen endişe verici boyutlara ulaştı;korku
Bu durum pek çok dünya ülkesinde bu şekilde. Aşağıdaki haberdeki gelişmeler Türkiye adına endişe verici.;korku
İstikrarsızlık giderek yayılıyor olması endişe verici. ;korku
Dünya gittikçe daha endişe verici bir yer olmaya başladı.;korku
Endişe verici bir sakinlik bu içinden hiç çıkmak istemediğim;korku
Aşıların işe yaramadığını zannedenlerin sayısının artması endişe verici. Artık her yerdeler.;korku
Ya köpekbalıkları insan eti yemezler öyle korku filmi mi olur;korku
Korkupta korku filmi izleyen bizdendir;korku
Sonra durdum ve dedim ki, korku filmi izleme, metal müzik dinleme! Psikolojin bozuluyor. ;korku
gök gürlüyor ve ben evde tek başımayım bu benim için korku filmi gerilim 9.9;korku
İstanbul bugün Mordor'a benziyor. Evim de 12. kat olunca korku filmi gibi bir gün resmen.;korku
birazdan İstanbul'da kıyamet kopacak bu nasıl bir havadır korku filmi gibi;korku
Rüya değil bu bildiğin korku filmi mk;korku
şimdi korku dolu rüyanın ardından iyi bir korku filmi güzel gider değil mi;korku
Evdekilerden biri kalkıp tuvalete gitti şu an. Korku filmi gibi, ALLAH YARDIM ET ;korku
Sabah 7.15 den bu saate kadar geçen zamanım kâbus gibiydi, en iyisi ben bi uyuyum kalkıyım geçer belki;korku
Çok fena fırtına geliyor kaçışın çabuk. Fotoda tam çıkmadı kabus gibi. ;korku
O kadar çok kabus gördüm ki bilinçaltım pert galiba;korku
Dün gece bi kabus gördüm ince dilim peynirli pizzamı biriyle paylaşıyordum;korku
Kabus gördüm başakşehir bize 5 tane atıyordu neyse ki çok uzun sürmedi uyandım. ;korku
uzun zamandır aynı bu tipte kabus görmüyordum ve hiç özlememişim;korku
Rüyamda aşırı büyük deprem oluyordu. Yol kenarındayken yakalanıyordum ve kocaman kocaman binaların yıkıldığını görüyordum. Kabus ;korku
1 haftadır her gün kabus görüyorum yeter Allah'ım ne istiyorsun benden;korku
Kötü rüya.. kabus.. hem de güzel başlayan..;korku
Gördüğüm kabus yüzünden hala kendime gelemedim;korku
Kabus demek gördüklerimin yanında hafif kalırdı.Aylarca etkisinden kurtulamayacağım;korku
Bir depo benzine 1000? veriyordum. Arabaya geçip ağladım. Kabus görmüşüm bildiğin ;korku
Türkçe YouTube'un karanlık köşeleri çok korkunç ya. İnsanlar Ortaçağ'da falan yaşıyolar.;korku
Rüyada annemin öldüğünü görünce yanına gidip mıncıra mıncıra seviyorum. Çok korkunç. Ya gerçek olsa !!;korku
Türkiye'de çocuk olmanın bedeli korkunç... Bebek ölüm hızı binde 12... 2016'da zorla... ;korku
44 mürettebatı bulunan Arjantin denizaltısından 4 gündür haber alınamıyormuş. Öldülerse korkunç bir ölüm bu.;korku
"Sayenizde öğrendik; zehirli olmasa da görüntüsü ürkütücü... ";korku
Hayaller hep ürkütücü oldu.. ne zaman neyin güzel olacağını hayal etsem hep olduğundan daha kötüsü oldu... ;korku
ilk defa hesabı gizledim hesap kapanır diye endişelendim ;korku
ya şu flash tv deki haber sunan adam ne ürkütücü haber sunuyor ya;korku
Haber kanalı ilginç, haberin yeri ilginç, haber ürkütücü. ;korku
Uçaktan inince herkesin önüne geçmek gibi bir hata yaptım arkamda 100 kişi var yanlış yöne gideceğim diye ödüm koptu;korku
Şefika ödüm koptu bi irkilmeden giremedim şu odaya ;korku
O nasıl rüzgardı ödüm koptu;korku
Şarjım 1 di ekran kapanınca telefon kapandı sandım ödüm koptu;korku
Hiçbir zaman gitmeyen wifi noldu ay geldi yazarken ödüm koptu Allah'ım ay bayılacaktım;korku
Hesap sınırlandırıldı askıya alındı diye ödüm koptu sabit tvitime yazık olurdu;korku
kan sırasında beklerken tekerlekli sandalyedeki yaşlı teyze öyle bir uyumuş ki öldü sandım ödüm koptu;korku
Annemin kahvaltı hazırlamayı unutmuşsun demesiyle irkildim.;korku
Akşam yemeğini yemeyip filtre kahve içmiştim. Rengim atmış kendimi görünce irkildim :/;korku
Ders çalışırken yan apartmandan bir ölüm haberiyle irkildim, Azrail bu kadar yakınımıza geliyorken bu neyin kibri, tavrı? ;korku
Şu an bile irkildim bu film hayatımı kaydırdı bilimkurguya düşman etti ;korku
Bence survivor gönüllülerinden en güçlü bu olucak korktum;korku
"İzmir'de facia; 2 kardeş ölü bulundu ";korku
Gemileri yakmaya meyilliyim diye vapura binmeye korktum.;korku
Mısır'daki olayda ölü sayısı 331'i geçmiş. Kendilerini dinin sahibi gören hasta ruhluların yarattığı facia.!';korku
Türkmen kentinde büyük facia: 20 ölü 100 yaralı ;korku
Bursa'dan facia haberi! Fabrikada patlama!... Ölü ve yaralılar var;korku
Düğün dönüşü facia: 3 ölü 17 yaralı;korku
ABD, hala yasal olan bireysel silahlanma ve yine facia bu kez Texas'ta bir kilise, onlarca ölü, toplum olarak ödenen bedel.;korku
Dünyanın en saçma rüyasını gördüm ama çok korkunçtu;korku
2012 yılında Mısır'da Al Ahly maçından sonra 75 ölü ve 1000'den fazla yaralının olduğu büyük bir facia yaşanmıştı. Lig iptal edilmişti.;korku
Ralli şampiyonasında facia! FIA helikopteri düştü: Ölü ve yaralılar var... ;korku
Sen kork o zaman ben ölürsem hayalet olarak gelirim;korku
Hem askerinden kork, hem askerini ziyaret et;korku
"Kutsal ruh dedim, Ayler, kutsal hayalet demişim gibi korkma; kork saksofonun elinde patlamasından";korku
Ölüden değil diriden kork diyorsun da hayalet görsen korkmayacaksın sanki.;korku
Avrupa'da bir hayalet dolaşıyor... kork ey çürük köhnemiş düzen!!;korku
Hayaletiz hayalet , bir hayal et bir düşün kork;korku
Sen git o kadar hayalet avla sonra bir palyaçodan kork oluyor mu lan;korku
teyzemin evi hayalet ev gibi arkadaş ürktüm;korku
adam cama yazmış kocaman 'hayalet sütyen gelmistir' ürktüm :);korku
Hasta olunca çocuklaştığımdan mı, ilaçların etkisinden mi bilmem ama balkonda uçuşan çarşafları hayalet sanıp ürktüm az önce;korku
Rüya mı gördüm kabus mu karar veremedim ama etkisinden çıkamıyorum ;korku
Rüya gibi gibiydi. Sonra kabus oldu. Uyanmam lazım.;korku
Rüyamda ders çalışmak zorundaydım. Rüya değil kabus adeta.;korku
Kabusta rüya da aynı, ikiside geçiyor ömür gibi vakit gibi.;korku
Kırk yılda bir rüya görürüm o da kabus gibi bir rüya gördüm ya;korku
Ankara’da büyük patlama sesini duyan var mı? Çok ürktüm;korku
Gerçi onlarda ayrı manyak şimdi araştırınca ürktüm biraz;korku
Kasırgadan değil adamın bağırmasından ürktüm;korku
Ay ben bunu izledim ve çok mantıklı geldi bana ama ürktüm;korku
Yusuf çok sinirlendi, o bakış neydi öyle ürktüm.;korku
Deprem mi gök gürültüsü mü bu karar veremedim, ürktüm;korku
Rezil bir rüya gördüm ve bugün 19u. Biraz ürktüm...;korku
Kuran çarpsın rüyamda ne gördüysem hepsi tıkır tıkır önüme geliyor bugün, ürktüm;korku
Bir sürü kabus gördüm bilinçaltımı kınıyorum;korku
Birkaç patlama gibi bahsedilmiş endişelendim ben de.;korku
Gözlerini neden öyle yapıyorsun, korkuyorum;korku
Telefonla uğraşırken bir anda irkildim o nasıl bana bak demek ya;korku
Rüyamda o üçlüyü bir arada görmek rüya değil de kabus gibiydi..;korku
Böyle rüya mı olur kabus gibiydi resmen;korku
Canavarlı korkunçlu kâbus gördüm. Bilinçaltım tbt yapıyor.;korku
Gece sabaha kadar 50 tane kabus gördüm nasıl bir pazar sabahısın?;korku
Ekrana bakarken burnumu farkedip soyağacıma gore karadenizli çıkarım diye çok korktum;korku
Acaba bakmasam mı ben bi korktum sanki;korku
Ay Onur beey sizi o kadar iyi anlıyorum ki benim de düdüklü tencere fobim var;korku
Kendi evimden başka yere sıçamıyorum fobim var;korku
Gene geldi, gene irkildim;korku
Forma numarasını görünce istemsizce irkildim;korku
Yağmurun altında yürürken listeden Sam Smith denk geldi, iliklerime kadar irkildim;korku
Eve gelince uyurum diye hayal kurarken “tuğba yemek yap” sesiyle irkildim;korku
Fener Rum Patrikhanesindeyim arkadan gelen hırıltıyla irkildim, amca uyuyor;korku
"Google mapste dolaşırken ""şşşt sınıııııf"" sesiyle irkildim";korku
Ve annemin “hank” geliyor demesiyle irkildim ve kendime geldim;korku
Bozulduğu zaman insandan daha korkunç bir yaratık yoktur.;korku
Harbiden beklemek en korkunç haliymiş yaşamanın!;korku
Ruhun ayartması korkunç bir şeydir.;korku
Ne yani böylesi korkunç bir dünyanın bir de cehennemi mi var?;korku
İnsanlar rahat bir şekilde yalan söyleyebiliyor ve anlayamıyoruz çok korkunç bu;korku
Yere çakılana kadar düşüşünü uçuş sanmak ne korkunç bir imtihan.;korku
Villada korkunç cinayet... 3 gün sonra itiraf etti ;korku
Hayatımın ilk travması çok küçükken evde tek başıma korku filmi izlememdi;korku
Evde tekim cin min korktum bir an ;korku
Seni kaybetmekten o kadar korktum ki kaybettim;korku
Ben merak edip onlar için endişelendim ama kurcaladım sandılar ve gittiler.;korku
Tanımıyor olsam bile çok endiselendim, başım döndü ama başardı, yapmadı;korku
Her gün sağ koltukta snep atan kız bugün atmadı çok endişelendim şu an;korku
Belki ben çok endişelendim diye öyle düşünüyorumdur;korku
Yine pasaport kaybetme gibi bir olay mı oldu acaba çok endişelendim;korku
Çok endişelendim. Bügün zam yapılmadı. Acaba hükümetin başına bir şey mi geldi?;korku
Lütfen arkadaşlar imkanı olan ulaşsın çok endişelendim ben de;korku
Ya çok endişelendim ve ne yapacağımı bilmiyorum ;korku
Depremi hissetmediğim halde hissedenler için çok endişelendim, Allah daha büyüğünden korusun;korku
Başınıza bir hal geldi diye çok endişelendim.;korku
Fransa karıştı dayan Fransa çok endişelendim çok...;korku
Ankara Valiliği: Patlayan bombaydı! Bombacı öldü;korku
Halep’te hava saldırısı: 10 ölü;korku
Kanada'da helikopter düştü: 3 ölü ;korku
Tekirdağ’da trafik kazası : 1 ölü, 3 yaralı ;korku
Yakında patlayacağım ama volkanik bir patlama olmasından korkuyorum!;korku
O değilde biz bu Bayerni bu oyun mantığıyla mı yenmeyi planlıyoruz çok endişe verici, tüylerim diken diken oldu;korku
Dün Ankara’daki patlama terör saldırısıydı. Saldırının faili bir YPGli bu sabah operasyonla ölü ele geçirildi.;korku
hoşgeldiniz demediğim misafirle göz göze geldim ürkütücü dakikalar;korku
Mabelin klibindeki kız çarpılmış mı mk ödüm koptu;korku
Dün başkasını senin yerine koyucam diye ödüm koptu;korku
Odamda tek başımaydım bir anda elektrikler gitti ödüm koptu;korku
Samuru ödüm koptu böbreklerimi bıraktım resmen;korku
O ne sesti ya ödüm koptu Allahtan kimseye bişey olmamış;korku
Dün neydi öyle ya, cavs kaybedecek diye ödüm koptu.;korku
Semtin havada uçan kuşu bile manyak gece gece ödüm koptu ya;korku
Sensizlikten ödüm koptu bir daha yapma;korku
O nasıl bir fondoten sürmektir kadın ödüm koptu;korku
Özel hayatıma burnunu sokan insanlara karşı fobim var;korku
Kel fobim var uzak dur;korku
Kapalı alanda duramama fobim var çünkü sigara içiyorum;korku
Metroya biniyorum Allah'ım çok korkunç neden toplu taşıma fobim var ki;korku
Kız şıllık bir sana bir de siyah kedilere fobim var uzak dur benden;korku
Karanlık fobim var benim nasıl uyuyayım;korku
Bacım senin götün yere yakın ben senden korkuyorum;korku
Haberi açmaya korkuyorum acaba yine ne saçmaladınız;korku
Yanlışlıkla ezhel şarkısı ezberliyiyeceğim diye o kadar çok korkuyorum ki ..;korku
Artık korkuyorum çok özel ve değerli olduğunu düşündüklerimin aslında içinin pof çıkmasından..;korku
Yüzüme vuruyor arada fırtınası, korkuyorum ne var;korku
Giderek bambaşka birine dönüşmekten korkuyorum...;korku
Bir tek zeki insanlardan korkuyorum vallahi;korku
Evlenmeyi düşünüyorum da aklım evlenemediklerimde kalır diye korkuyorum;korku
Fi neden bu kadar psikopatlaştın korkuyorum;korku
Korkuyorum, bir gün etrafıma ördüğüm duvarların altında kalacağım diye;korku
Yaklaşık bir saat önce yine AR2673 güneş lekesinde patlama oldu. Gelen görüntüler ürkütücü;korku
Fransa'da nükleer santraldeki patlama nükleer alanda değil makine dairesinde meydana geldi. Düşüncesi bile ürkütücü.;korku
Patlama olunca bina yakıp yıkmak terör kadar ürkütücü. ;korku
Hemen dibimde patlama oldu ve asıl ürkütücü olan, uzakta da olsa korkulacak şey dibimde olunca bile sıradan gelmeye başladı.;korku
Görüntüler ürkütücü, umarız hayati tehlike yoktur.;korku
2 dakika kadar elektrik gitti. baya endişelendim;korku
Yine patlama ve yine yanıbaşımda.. Sesi bile ürkütücü..;korku
Dilerim can kaybı yoktur. Maç çıkışı yaşanan bu patlama ürkütücü. Büyük geçmiş olsun.;korku
Etiler'de herkes camlara çık. Peş peşe iki patlama sesi duyuldu. Umarım ürkütücü bir durum yoktur.;korku
en son bu uyarılardan sonra patlama olmuştu, gerçekten ürkütücü ;korku
Patlama çok büyük... ürkütücü rakamlar var. Allah korusun Yarabbi :(;korku
Üsküdardan duylan patlama ardından yakın geçen uçağın çıkardığı sesler ürkütücü;korku
Jetler İstanbulda alçaktan uçup ses duvarını aşarak patlama sesi yaratıyorlar. Fazlasıyla ürkütücü;korku
Ürkütücü bir sesti, yakınlarımda bir patlama sanki, Allah'ım sen esirge;korku
"Top patlama sesi ne kadar ürkütücü ya ;(";korku
Bunca patlama ve kan revanın ardından böylesi bir yağmurun İstanbul'u yıkaması çok ürkütücü değil mi? Yeryüzü hiç durma ölüyor ve diriliyor.;korku
Ben bugün oturdum 'ya ben kötü biriysem' diye endişelendim.;korku
Final'i okuyunca bi irkildim 2 hafta kaldı;korku
whatsap konusmalarindan ss aldığında bildirim filan gittiğini düşünsene.. ben bir irkildim.;korku
Sizinle aynı havayı almaktan... Gerçekten irkildim.;korku
arka fonda çalan dilara şarkısıyla irkildim ;korku
Allah kahretmesin 3. Fotoğrafı açtığımda irkildim, hazırlıksız yakalandım resmen.;korku
Yanlışlıkla ön kamera açıldı irkildim amk ;korku
hoca peltek bu kez derken buket anladım irkildim kadın adımı bile bilmiyor;korku
Teksasta yaşıyormuşum da haberim yokmuş, 5 el silah sesiyle irkildim;korku
Bir kaç haftadır boş vakitlerimi evde uyuyarak geçirdiğimi defaatle fark edip irkildim.;korku
Az önce kendi gölgemden irkildim kim daha korkak tartışmayalım istersen.;korku
Yine bir sürü kabus gördüm, nasıl olucak bu, psikiyatra mı gitsem ne etsem acaba..;korku
Bu nasıl bir kabus ya uyanınca başlıyor;korku
Kabus gibisin , rüyalarıma girmeye başladın.;korku
millet uyurken kabus görür benimki uyanınca başlıyor;korku
gece robot olduğuma dair bi kabus gördüm o kadar korktum ki annemin yanına gittim onla uyudum;korku
Çok kötü bir kabus gördüm çok korktum;korku
Böyle bir kabus olamaz highlighter im düşüp kırılıyordu paramparçaydı ne korktum ya;korku
4 saat uyudum. Hollywoodun filmleri kıskandıracak bir kabus gördüm. Biraz korktum yani.;korku
Çok kötü bir kabus gördüm, çok korktum. Senden tek isteğim kendine dikkat et olur mu abim?;korku
Bir an ödüm koptu 10 sene sonra kendimi ağaçkakan gibi göreceğim diye. Çok şükür 22 değilmiş ;korku
Gece gece ödüm koptu karanlıkta birden çıktı böyle ay kalbim ;korku
Yukarı kattakiler ne bok yiyor acaba ödüm koptu ya sesten ;korku
